Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA
26/08/2012,Stoke,Arsenal,0,0,D,0,0,D,3.5,3.4,2.1,3.7,3.3,2.1
01/09/2012,Man City,QPR,3,1,H,1,0,H,1.18,7,15,1.18,6.5,14.5
01/09/2012,Swansea,Sunderland,2,2,D,1,2,A,2.2,3.3,3.4,2.2,3.2,3.3
01/09/2012,Tottenham,Norwich,1,1,D,0,0,D,1.36,5,8.5,1.36,4.75,8
01/09/2012,West Brom,Everton,2,0,H,0,0,D,3,3.3,2.38,2.9,3.25,2.5
01/09/2012,West Ham,Fulham,3,0,H,3,0,H,2.5,3.25,2.88,2.55,3.3,2.8
01/09/2012,Wigan,Stoke,2,2,D,1,1,D,2.25,3.25,3.3,2.2,3.2,3.3
02/09/2012,Liverpool,Arsenal,0,2,A,0,1,A,2,3.5,3.75,2.05,3.4,3.75
02/09/2012,Newcastle,Aston Villa,1,1,D,0,1,A,1.62,3.75,6,1.6,3.9,5.25
02/09/2012,Southampton,Man United,2,3,A,1,1,D,6,4.2,1.53,6,4,1.53
15/09/2012,Arsenal,Southampton,6,1,H,4,1,H,1.36,5,8.5,1.34,4.75,8.75
15/09/2012,Aston Villa,Swansea,2,0,H,1,0,H,2.38,3.25,3.1,2.3,3.3,3
15/09/2012,Fulham,West Brom,3,0,H,2,0,H,2.1,3.4,3.5,1.95,3.4,3.8
15/09/2012,Man United,Wigan,4,0,H,0,0,D,1.25,6,12,1.25,5.5,11.5
15/09/2012,Norwich,West Ham,0,0,D,0,0,D,2.38,3.4,3,2.3,3.4,3.1
15/09/2012,QPR,Chelsea,0,0,D,0,0,D,4.5,3.5,1.83,4.75,3.5,1.75
15/09/2012,Stoke,Man City,1,1,D,1,1,D,5,3.6,1.73,5,3.5,1.7
15/09/2012,Sunderland,Liverpool,1,1,D,1,0,H,3.4,3.3,2.2,3.3,3.3,2.25
16/09/2012,Reading,Tottenham,1,3,A,0,1,A,3.75,3.5,2,3.8,3.5,2
17/09/2012,Everton,Newcastle,2,2,D,1,0,H,1.73,3.6,5,1.75,3.7,4.75
22/09/2012,Chelsea,Stoke,1,0,H,0,0,D,1.36,4.75,9,1.36,4.5,8.75
22/09/2012,Southampton,Aston Villa,4,1,H,0,1,A,2.4,3.3,3,2.4,3.25,2.9
22/09/2012,Swansea,Everton,0,3,A,0,2,A,3,3.3,2.4,3.1,3.3,2.4
22/09/2012,West Brom,Reading,1,0,H,0,0,D,1.73,3.75,4.75,1.75,3.5,4.75
22/09/2012,West Ham,Sunderland,1,1,D,0,1,A,2.1,3.3,3.6,2.15,3.5,3.5
22/09/2012,Wigan,Fulham,1,2,A,0,1,A,2.4,3.3,3,2.3,3.2,3.1
23/09/2012,Liverpool,Man United,1,2,A,0,0,D,2.7,3.3,2.63,2.75,3.4,2.6
23/09/2012,Man City,Arsenal,1,1,D,1,0,H,1.75,3.6,4.75,1.8,3.6,5
23/09/2012,Newcastle,Norwich,1,0,H,1,0,H,1.8,3.6,4.5,1.78,3.4,4.6
23/09/2012,Tottenham,QPR,2,1,H,0,1,A,1.44,4.33,7.5,1.45,4,7.75
29/09/2012,Arsenal,Chelsea,1,2,A,1,1,D,2.1,3.4,3.5,2.15,3.5,3.5
29/09/2012,Everton,Southampton,3,1,H,3,1,H,1.4,4.75,8,1.42,4.2,7.75
29/09/2012,Fulham,Man City,1,2,A,1,1,D,4.33,3.6,1.83,4.5,3.6,1.85
29/09/2012,Man United,Tottenham,2,3,A,0,2,A,1.57,4,6,1.55,3.75,6.25
29/09/2012,Norwich,Liverpool,2,5,A,0,2,A,4.75,3.75,1.73,4.75,3.5,1.75
29/09/2012,Reading,Newcastle,2,2,D,0,0,D,2.88,3.3,2.5,2.95,3.25,2.35
29/09/2012,Stoke,Swansea,2,0,H,2,0,H,1.91,3.4,4.2,1.85,3.3,4.4
29/09/2012,Sunderland,Wigan,1,0,H,0,0,D,2,3.4,3.8,1.95,3.4,3.8
30/09/2012,Aston Villa,West Brom,1,1,D,0,0,D,2.4,3.3,3,2.4,3.3,3.1
01/10/2012,QPR,West Ham,1,2,A,0,2,A,2.05,3.4,3.75,2,3.3,3.75
06/10/2012,Chelsea,Norwich,4,1,H,3,1,H,1.22,6.5,12,1.22,5.75,13
06/10/2012,Man City,Sunderland,3,0,H,1,0,H,1.29,5.5,11,1.25,5.25,12.5
06/10/2012,Swansea,Reading,2,2,D,0,2,A,1.91,3.6,4,1.9,3.5,3.9
06/10/2012,West Brom,QPR,3,2,H,2,1,H,1.83,3.75,4.2,1.87,3.5,4
06/10/2012,West Ham,Arsenal,1,3,A,1,1,D,4,3.6,1.91,3.9,3.7,1.95
06/10/2012,Wigan,Everton,2,2,D,2,1,H,4.2,3.4,1.91,3.75,3.3,2
07/10/2012,Liverpool,Stoke,0,0,D,0,0,D,1.44,4.33,7.5,1.53,4.1,7
07/10/2012,Newcastle,Man United,0,3,A,0,2,A,4.2,3.75,1.83,3.9,3.5,1.9
07/10/2012,Southampton,Fulham,2,2,D,1,0,H,2.75,3.3,2.6,2.75,3.3,2.7
07/10/2012,Tottenham,Aston Villa,2,0,H,0,0,D,1.44,4.33,7.5,1.48,4.33,6
20/10/2012,Fulham,Aston Villa,1,0,H,0,0,D,1.8,3.6,4.5,1.75,3.6,4.5
20/10/2012,Liverpool,Reading,1,0,H,1,0,H,1.33,5,10,1.3,5.25,9
20/10/2012,Man United,Stoke,4,2,H,2,1,H,1.29,5.5,11,1.3,5,9.75
20/10/2012,Norwich,Arsenal,1,0,H,1,0,H,6,4.2,1.53,6,4,1.53
20/10/2012,Swansea,Wigan,2,1,H,0,0,D,2.1,3.4,3.5,2,3.5,3.9
20/10/2012,Tottenham,Chelsea,2,4,A,0,1,A,2.5,3.4,2.75,2.6,3.4,2.75
20/10/2012,West Brom,Man City,1,2,A,0,0,D,5,3.75,1.7,5,3.5,1.7
20/10/2012,West Ham,Southampton,4,1,H,0,0,D,1.83,3.75,4.2,1.83,3.5,4.2
21/10/2012,QPR,Everton,1,1,D,1,1,D,3.25,3.4,2.2,3.3,3.4,2.25
21/10/2012,Sunderland,Newcastle,1,1,D,0,1,A,2.5,3.3,2.88,2.5,3.3,2.95
27/10/2012,Arsenal,QPR,1,0,H,0,0,D,1.36,5,8.5,1.35,4.75,8.25
27/10/2012,Aston Villa,Norwich,1,1,D,1,0,H,2,3.5,3.75,2,3.5,3.9
27/10/2012,Man City,Swansea,1,0,H,0,0,D,1.22,6,15,1.2,6.25,12.5
27/10/2012,Reading,Fulham,3,3,D,1,0,H,2.75,3.4,2.5,2.9,3.3,2.55
27/10/2012,Stoke,Sunderland,0,0,D,0,0,D,1.95,3.3,4.2,2,3.4,4.1
27/10/2012,Wigan,West Ham,2,1,H,1,0,H,2.25,3.4,3.2,2.35,3.3,3.2
28/10/2012,Chelsea,Man United,2,3,A,1,2,A,2.4,3.4,2.9,2.35,3.4,3.1
28/10/2012,Everton,Liverpool,2,2,D,2,2,D,2.6,3.3,2.75,2.75,3.3,2.65
28/10/2012,Newcastle,West Brom,2,1,H,1,0,H,2,3.5,3.75,2,3.5,3.9
28/10/2012,Southampton,Tottenham,1,2,A,0,2,A,4.2,3.75,1.83,4.5,3.6,1.85
03/11/2012,Fulham,Everton,2,2,D,1,0,H,2.75,3.4,2.5,2.65,3.25,2.6
03/11/2012,Man United,Arsenal,2,1,H,1,0,H,1.7,3.8,5,1.7,4,5
03/11/2012,Norwich,Stoke,1,0,H,1,0,H,2.6,3.3,2.75,2.6,3.3,2.8
03/11/2012,Sunderland,Aston Villa,0,1,A,0,0,D,2.1,3.3,3.6,2,3.25,3.8
03/11/2012,Swansea,Chelsea,1,1,D,0,0,D,4.5,3.6,1.8,4.5,3.6,1.75
03/11/2012,Tottenham,Wigan,0,1,A,0,0,D,1.5,4.33,6.5,1.44,4.33,7
03/11/2012,West Ham,Man City,0,0,D,0,0,D,5,3.8,1.7,5,3.8,1.65
04/11/2012,Liverpool,Newcastle,1,1,D,0,1,A,1.57,4,6,1.6,4,6
04/11/2012,QPR,Reading,1,1,D,0,1,A,1.8,3.6,4.5,1.85,3.5,4.1
05/11/2012,West Brom,Southampton,2,0,H,1,0,H,1.73,3.75,4.75,1.75,3.6,5.25
10/11/2012,Arsenal,Fulham,3,3,D,2,2,D,1.53,4.2,6,1.57,4.1,6.25
10/11/2012,Aston Villa,Man United,2,3,A,1,0,H,7,4.5,1.44,7,4,1.48
10/11/2012,Everton,Sunderland,2,1,H,0,1,A,1.44,4.2,8,1.48,3.9,7.25
10/11/2012,Reading,Norwich,0,0,D,0,0,D,2.25,3.4,3.2,2.25,3.3,3.1
10/11/2012,Southampton,Swansea,1,1,D,0,0,D,2.38,3.5,2.88,2.4,3.4,2.8
10/11/2012,Stoke,QPR,1,0,H,0,0,D,1.91,3.4,4.2,1.85,3.4,4.25
10/11/2012,Wigan,West Brom,1,2,A,1,2,A,2.3,3.4,3.1,2.35,3.3,3.2
11/11/2012,Chelsea,Liverpool,1,1,D,1,0,H,1.95,3.5,4,1.95,3.7,3.9
11/11/2012,Man City,Tottenham,2,1,H,0,1,A,1.57,4,6,1.65,4.2,5.25
11/11/2012,Newcastle,West Ham,0,1,A,0,1,A,1.95,3.6,3.8,1.95,3.4,3.8
17/11/2012,Arsenal,Tottenham,5,2,H,3,1,H,1.91,3.75,3.8,1.95,3.7,3.9
17/11/2012,Liverpool,Wigan,3,0,H,0,0,D,1.44,4.33,7.5,1.44,4.33,7
17/11/2012,Man City,Aston Villa,5,0,H,1,0,H,1.2,6.5,15,1.22,6.5,10.5
17/11/2012,Newcastle,Swansea,1,2,A,0,0,D,1.91,3.6,4,1.87,3.5,4
17/11/2012,Norwich,Man United,1,0,H,0,0,D,7,4.5,1.44,7,4.5,1.42
17/11/2012,QPR,Southampton,1,3,A,0,2,A,1.91,3.6,4,1.87,3.5,4
17/11/2012,Reading,Everton,2,1,H,0,1,A,4.33,3.6,1.83,4.25,3.6,1.8
17/11/2012,West Brom,Chelsea,2,1,H,1,1,D,3.75,3.5,2,4.1,3.7,1.91
18/11/2012,Fulham,Sunderland,1,3,A,0,0,D,1.67,3.75,5.25,1.75,3.6,5.25
19/11/2012,West Ham,Stoke,1,1,D,0,1,A,2,3.4,3.8,2,3.5,3.9
24/11/2012,Aston Villa,Arsenal,0,0,D,0,0,D,4.75,3.75,1.73,5,3.8,1.65
24/11/2012,Everton,Norwich,1,1,D,1,0,H,1.44,4.33,7.5,1.44,4.2,7.25
24/11/2012,Man United,QPR,3,1,H,0,0,D,1.17,7.5,15,1.18,6.25,16
24/11/2012,Stoke,Fulham,1,0,H,1,0,H,2.2,3.3,3.4,2.1,3.25,3.5
24/11/2012,Sunderland,West Brom,2,4,A,0,2,A,2.5,3.3,2.88,2.45,3.2,2.85
24/11/2012,Wigan,Reading,3,2,H,0,1,A,1.83,3.6,4.33,1.8,3.6,4.25
25/11/2012,Chelsea,Man City,0,0,D,0,0,D,2.5,3.5,2.7,2.55,3.3,2.65
25/11/2012,Southampton,Newcastle,2,0,H,1,0,H,2.3,3.5,3,2.25,3.4,3
25/11/2012,Swansea,Liverpool,0,0,D,0,0,D,3.4,3.5,2.1,3.5,3.4,2.05
25/11/2012,Tottenham,West Ham,3,1,H,1,0,H,1.67,3.75,5.5,1.57,3.9,5.75
27/11/2012,Aston Villa,Reading,1,0,H,0,0,D,1.95,3.4,4,1.9,3.4,4
27/11/2012,Sunderland,QPR,0,0,D,0,0,D,2.25,3.25,3.3,2.2,3.2,3.3
28/11/2012,Chelsea,Fulham,0,0,D,0,0,D,1.44,4.5,7,1.44,4.33,7
28/11/2012,Everton,Arsenal,1,1,D,1,1,D,2.5,3.4,2.75,2.45,3.2,2.85
28/11/2012,Man United,West Ham,1,0,H,1,0,H,1.22,6.5,12,1.22,6,12
28/11/2012,Southampton,Norwich,1,1,D,1,1,D,2,3.4,3.8,2.1,3.3,3.4
28/11/2012,Stoke,Newcastle,2,1,H,0,0,D,1.91,3.4,4.2,1.85,3.4,4.25
28/11/2012,Swansea,West Brom,3,1,H,3,1,H,2.3,3.4,3.1,2.3,3.3,3
28/11/2012,Tottenham,Liverpool,2,1,H,2,0,H,2.4,3.4,2.88,2.35,3.3,2.9
28/11/2012,Wigan,Man City,0,2,A,0,0,D,6,4.2,1.53,6,4,1.53
01/12/2012,Arsenal,Swansea,0,2,A,0,0,D,1.44,4.5,7,1.45,4.2,7
01/12/2012,Fulham,Tottenham,0,3,A,0,0,D,2.88,3.3,2.5,2.9,3.3,2.35
01/12/2012,Liverpool,Southampton,1,0,H,1,0,H,1.4,4.5,8.5,1.4,4.5,7.5
01/12/2012,Man City,Everton,1,1,D,1,1,D,1.5,4,7,1.55,3.7,6.5
01/12/2012,QPR,Aston Villa,1,1,D,1,1,D,1.95,3.5,4,1.95,3.4,3.8
01/12/2012,Reading,Man United,3,4,A,3,4,A,7.5,4.75,1.4,7.75,4.4,1.4
01/12/2012,West Brom,Stoke,0,1,A,0,0,D,2.1,3.25,3.75,2,3.25,3.8
01/12/2012,West Ham,Chelsea,3,1,H,0,1,A,4,3.5,1.91,3.8,3.5,1.91
02/12/2012,Norwich,Sunderland,2,1,H,2,1,H,2.1,3.3,3.6,2.05,3.3,3.6
03/12/2012,Newcastle,Wigan,3,0,H,2,0,H,2,3.4,3.75,1.95,3.4,3.8
08/12/2012,Arsenal,West Brom,2,0,H,1,0,H,1.5,4.33,6.5,1.48,4.2,6.5
08/12/2012,Aston Villa,Stoke,0,0,D,0,0,D,2.4,3.2,3.1,2.4,3.1,3
08/12/2012,Southampton,Reading,1,0,H,0,0,D,1.91,3.6,4,1.9,3.4,4
08/12/2012,Sunderland,Chelsea,1,3,A,0,2,A,4.75,3.5,1.8,4.75,3.7,1.7
08/12/2012,Swansea,Norwich,3,4,A,0,3,A,1.8,3.6,4.5,1.78,3.5,4.5
08/12/2012,Wigan,QPR,2,2,D,1,1,D,2.3,3.4,3.1,2.35,3.3,2.9
09/12/2012,Everton,Tottenham,2,1,H,0,0,D,2,3.5,3.75,2,3.3,3.75
09/12/2012,Man City,Man United,2,3,A,0,2,A,2.2,3.5,3.2,2.15,3.3,3.3
09/12/2012,West Ham,Liverpool,2,3,A,2,1,H,3,3.3,2.38,2.9,3.25,2.4
10/12/2012,Fulham,Newcastle,2,1,H,1,0,H,1.91,3.6,4,1.85,3.4,4.25
11/12/2012,Sunderland,Reading,3,0,H,2,0,H,2,3.5,3.75,1.95,3.4,3.8
15/12/2012,Liverpool,Aston Villa,1,3,A,0,2,A,1.36,4.75,9,1.35,4.5,9.25
15/12/2012,Man United,Sunderland,3,1,H,2,0,H,1.2,6.5,15,1.18,6.75,13.5
15/12/2012,Newcastle,Man City,1,3,A,0,2,A,5.5,3.75,1.67,5,3.9,1.62
15/12/2012,Norwich,Wigan,2,1,H,1,0,H,2.2,3.4,3.25,2.1,3.3,3.4
15/12/2012,QPR,Fulham,2,1,H,0,0,D,2.4,3.4,2.88,2.4,3.4,2.8
15/12/2012,Stoke,Everton,1,1,D,0,1,A,3.1,3.2,2.4,3,3.2,2.35
16/12/2012,Tottenham,Swansea,1,0,H,0,0,D,1.62,4,5.5,1.62,3.9,5
16/12/2012,West Brom,West Ham,0,0,D,0,0,D,2,3.5,3.75,1.9,3.4,4
17/12/2012,Reading,Arsenal,2,5,A,0,3,A,5.5,4,1.62,5.25,3.9,1.6
22/12/2012,Liverpool,Fulham,4,0,H,2,0,H,1.53,4,6.5,1.57,3.7,6.25
22/12/2012,Man City,Reading,1,0,H,0,0,D,1.14,8,19,1.15,8,14
22/12/2012,Newcastle,QPR,1,0,H,0,0,D,2.1,3.4,3.5,2.05,3.3,3.6
22/12/2012,Southampton,Sunderland,0,1,A,0,1,A,2,3.5,3.75,1.95,3.4,3.9
22/12/2012,Tottenham,Stoke,0,0,D,0,0,D,1.62,3.75,6,1.57,3.75,6.25
22/12/2012,West Brom,Norwich,2,1,H,1,1,D,1.91,3.6,4,1.95,3.5,3.8
22/12/2012,West Ham,Everton,1,2,A,1,0,H,2.88,3.25,2.5,2.85,3.2,2.5
22/12/2012,Wigan,Arsenal,0,1,A,0,0,D,4.75,3.75,1.73,4.5,3.9,1.7
23/12/2012,Chelsea,Aston Villa,8,0,H,3,0,H,1.33,5.5,8.5,1.34,5,8.25
23/12/2012,Swansea,Man United,1,1,D,1,1,D,5,4,1.67,5,4,1.62
26/12/2012,Aston Villa,Tottenham,0,4,A,0,0,D,3.75,3.5,2,3.75,3.5,1.95
26/12/2012,Everton,Wigan,2,1,H,0,0,D,1.44,4.5,7,1.48,4.1,7
26/12/2012,Fulham,Southampton,1,1,D,1,0,H,1.85,3.6,4.2,1.83,3.75,4
26/12/2012,Man United,Newcastle,4,3,H,1,2,A,1.22,6.5,13,1.22,6.5,11
26/12/2012,Norwich,Chelsea,0,1,A,0,1,A,6,3.75,1.62,5.5,4,1.57
26/12/2012,QPR,West Brom,1,2,A,0,1,A,2.2,3.4,3.25,2.25,3.3,3.1
26/12/2012,Reading,Swansea,0,0,D,0,0,D,2.9,3.4,2.38,2.9,3.4,2.35
26/12/2012,Stoke,Liverpool,3,1,H,2,1,H,3.4,3.2,2.25,3.1,3.2,2.3
26/12/2012,Sunderland,Man City,1,0,H,0,0,D,6.5,4,1.53,6.5,4.1,1.5
29/12/2012,Arsenal,Newcastle,7,3,H,1,1,D,1.44,4.5,7,1.45,4.5,6.5
29/12/2012,Aston Villa,Wigan,0,3,A,0,1,A,2.4,3.25,3,2.35,3.2,3.1
29/12/2012,Fulham,Swansea,1,2,A,0,1,A,2.1,3.4,3.5,2.05,3.5,3.4
29/12/2012,Man United,West Brom,2,0,H,1,0,H,1.3,5.5,10,1.3,5.25,9.25
29/12/2012,Norwich,Man City,3,4,A,1,2,A,6,4,1.57,6.25,3.75,1.57
29/12/2012,Reading,West Ham,1,0,H,1,0,H,2.88,3.25,2.5,2.8,3.25,2.5
29/12/2012,Stoke,Southampton,3,3,D,1,3,A,1.8,3.5,4.75,1.75,3.4,5
29/12/2012,Sunderland,Tottenham,1,2,A,1,0,H,3.5,3.4,2.1,3.5,3.4,2.05
30/12/2012,Everton,Chelsea,1,2,A,1,1,D,2.88,3.3,2.5,2.9,3.2,2.45
30/12/2012,QPR,Liverpool,0,3,A,0,3,A,4,3.5,1.91,4,3.6,1.87
01/01/2013,Man City,Stoke,3,0,H,1,0,H,1.29,5.5,11,1.28,5,12
01/01/2013,Southampton,Arsenal,1,1,D,1,1,D,5,3.75,1.7,5,3.9,1.65
01/01/2013,Swansea,Aston Villa,2,2,D,1,1,D,1.57,4,6,1.57,4,5.5
01/01/2013,Tottenham,Reading,3,1,H,1,1,D,1.33,5,10,1.34,4.75,9.25
01/01/2013,West Brom,Fulham,1,2,A,0,1,A,2,3.5,3.75,1.95,3.4,3.9
01/01/2013,West Ham,Norwich,2,1,H,2,0,H,2.1,3.4,3.5,2.05,3.3,3.6
01/01/2013,Wigan,Man United,0,4,A,0,2,A,6,4.2,1.53,6.25,4.2,1.5
02/01/2013,Chelsea,QPR,0,1,A,0,0,D,1.2,6.5,15,1.2,6.25,14
02/01/2013,Liverpool,Sunderland,3,0,H,2,0,H,1.4,4.5,8.5,1.4,4.33,8.25
02/01/2013,Newcastle,Everton,1,2,A,1,1,D,3,3.4,2.38,2.95,3.25,2.4
12/01/2013,Aston Villa,Southampton,0,1,A,0,1,A,2.55,3.5,2.9,2.45,3.25,2.85
12/01/2013,Everton,Swansea,0,0,D,0,0,D,1.57,4.2,6.5,1.53,4.1,6
12/01/2013,Fulham,Wigan,1,1,D,1,0,H,2.05,3.5,4,1.91,3.4,4
12/01/2013,Norwich,Newcastle,0,0,D,0,0,D,2.2,3.6,3.4,2.15,3.4,3.25
12/01/2013,QPR,Tottenham,0,0,D,0,0,D,4.5,3.8,1.85,4.2,3.7,1.8
12/01/2013,Reading,West Brom,3,2,H,0,1,A,3,3.4,2.5,2.9,3.2,2.45
12/01/2013,Stoke,Chelsea,0,4,A,0,1,A,4.33,3.5,1.95,4,3.4,1.91
12/01/2013,Sunderland,West Ham,3,0,H,1,0,H,2.38,3.3,3.3,2.3,3.2,3.1
13/01/2013,Arsenal,Man City,0,2,A,0,2,A,2.63,3.5,2.8,2.55,3.4,2.65
13/01/2013,Man United,Liverpool,2,1,H,1,0,H,1.91,3.8,4.2,1.8,3.8,4.1
16/01/2013,Chelsea,Southampton,2,2,D,2,0,H,1.25,6.5,15,1.23,6.25,11
19/01/2013,Liverpool,Norwich,5,0,H,2,0,H,1.33,5.5,10.5,1.3,5.25,9.75
19/01/2013,Man City,Fulham,2,0,H,1,0,H,1.25,6.5,14,1.23,6,11.5
19/01/2013,Newcastle,Reading,1,2,A,1,0,H,1.75,4,5,1.72,3.75,4.6
19/01/2013,Swansea,Stoke,3,1,H,0,0,D,2.2,3.4,3.6,2.1,3.4,3.4
19/01/2013,West Brom,Aston Villa,2,2,D,0,2,A,1.75,4,5,1.72,3.8,4.5
19/01/2013,West Ham,QPR,1,1,D,0,1,A,2.1,3.5,3.75,2,3.5,3.6
19/01/2013,Wigan,Sunderland,2,3,A,1,3,A,2.15,3.4,3.8,2.1,3.25,3.6
20/01/2013,Chelsea,Arsenal,2,1,H,2,0,H,1.91,3.6,4,1.91,3.4,4
20/01/2013,Tottenham,Man United,1,1,D,0,1,A,2.9,3.6,2.5,2.85,3.6,2.3
21/01/2013,Southampton,Everton,0,0,D,0,0,D,3.6,3.5,2.05,3.9,3.5,1.91
23/01/2013,Arsenal,West Ham,5,1,H,1,1,D,1.44,4.75,8,1.44,4.1,7.75
29/01/2013,Aston Villa,Newcastle,1,2,A,0,2,A,2.9,3.4,2.6,2.85,3.2,2.5
29/01/2013,QPR,Man City,0,0,D,0,0,D,7.5,4.5,1.5,7,4.4,1.44
29/01/2013,Stoke,Wigan,2,2,D,1,0,H,2.2,3.3,3.75,2.05,3.3,3.6
29/01/2013,Sunderland,Swansea,0,0,D,0,0,D,2.5,3.4,3,2.55,3.25,2.75
30/01/2013,Arsenal,Liverpool,2,2,D,0,1,A,2.4,3.5,3.1,2.4,3.2,3
30/01/2013,Everton,West Brom,2,1,H,2,0,H,1.6,4.1,6.5,1.53,4.1,6
30/01/2013,Fulham,West Ham,3,1,H,1,0,H,2.2,3.5,3.5,2.15,3.4,3.3
30/01/2013,Man United,Southampton,2,1,H,2,1,H,1.25,6.5,14,1.2,7,11.5
30/01/2013,Norwich,Tottenham,1,1,D,1,0,H,4.75,3.75,1.83,4.6,3.6,1.75
30/01/2013,Reading,Chelsea,2,2,D,0,1,A,7.5,4.5,1.5,7.25,4.2,1.45
02/02/2013,Arsenal,Stoke,1,0,H,0,0,D,1.44,4.5,9,1.42,4.2,8.25
02/02/2013,Everton,Aston Villa,3,3,D,1,2,A,1.4,5,9,1.35,4.6,9.25
02/02/2013,Fulham,Man United,0,1,A,0,0,D,5.5,4.2,1.65,5.5,4.1,1.57
02/02/2013,Newcastle,Chelsea,3,2,H,1,0,H,4,3.6,2,3.75,3.7,1.9
02/02/2013,QPR,Norwich,0,0,D,0,0,D,1.95,3.6,4.33,1.91,3.6,3.8
02/02/2013,Reading,Sunderland,2,1,H,1,1,D,2.5,3.4,3,2.4,3.25,2.95
02/02/2013,West Ham,Swansea,1,0,H,0,0,D,2.4,3.4,3.2,2.4,3.2,3
02/02/2013,Wigan,Southampton,2,2,D,1,0,H,2.2,3.5,3.5,2.15,3.4,3.3
03/02/2013,Man City,Liverpool,2,2,D,1,1,D,1.83,3.9,4.5,1.85,3.8,3.8
03/02/2013,West Brom,Tottenham,0,1,A,0,0,D,3.6,3.4,2.2,3.5,3.3,2.1
09/02/2013,Chelsea,Wigan,4,1,H,1,0,H,1.36,5.5,9.5,1.34,5,8.5
09/02/2013,Norwich,Fulham,0,0,D,0,0,D,2.3,3.4,3.4,2.3,3.25,3.1
09/02/2013,Southampton,Man City,3,1,H,2,1,H,5.75,4,1.67,5.5,4,1.57
09/02/2013,Stoke,Reading,2,1,H,0,0,D,1.91,3.5,4.6,1.83,3.4,4.4
09/02/2013,Sunderland,Arsenal,0,1,A,0,1,A,4.5,3.6,1.91,4,3.6,1.85
09/02/2013,Swansea,QPR,4,1,H,2,0,H,1.83,3.75,4.75,1.83,3.4,4.4
09/02/2013,Tottenham,Newcastle,2,1,H,1,1,D,1.67,4,5.75,1.65,3.8,5
10/02/2013,Aston Villa,West Ham,2,1,H,0,0,D,2.63,3.4,2.88,2.55,3.25,2.75
10/02/2013,Man United,Everton,2,0,H,2,0,H,1.75,3.9,5,1.7,3.8,4.75
11/02/2013,Liverpool,West Brom,0,2,A,0,0,D,1.4,5,9,1.34,5,8.5
17/02/2013,Liverpool,Swansea,5,0,H,1,0,H,1.57,4.4,6,1.57,4.1,5.5
23/02/2013,Arsenal,Aston Villa,2,1,H,1,0,H,1.33,5.5,11,1.3,5.25,9.25
23/02/2013,Fulham,Stoke,1,0,H,1,0,H,2.2,3.3,3.75,2.05,3.3,3.6
23/02/2013,Norwich,Everton,2,1,H,0,1,A,3.8,3.5,2.1,3.6,3.3,2.05
23/02/2013,QPR,Man United,0,2,A,0,1,A,7,4.33,1.53,6.5,3.9,1.53
23/02/2013,Reading,Wigan,0,3,A,0,2,A,2.63,3.4,2.88,2.55,3.2,2.8
23/02/2013,West Brom,Sunderland,2,1,H,1,0,H,2.05,3.5,4,1.95,3.3,4
24/02/2013,Man City,Chelsea,2,0,H,0,0,D,1.95,3.6,4.33,1.91,3.5,3.9
